vendor_id,pickup_month,pickup_hour,pickup_day_of_week,dropoff_month,dropoff_hour,dropoff_day_of_week,passenger_count,trip_distance,fare_amount,tip_amount,payment_type,trip_type
2,2,16,3,2,17,3,1,9.01,28,0,2,1
1,2,17,3,2,17,3,1,9,29,7.3,1,1
2,2,17,3,2,17,3,5,8.18,26.5,0,2,1
2,2,17,3,2,18,3,5,11.85,37.5,5,1,1
2,2,17,3,2,17,3,1,9.47,28.5,0,2,1
2,2,17,3,2,18,3,1,9.98,34.5,9.08,1,1
2,2,19,3,2,20,3,2,8.07,31,0,2,1
2,2,22,3,2,22,3,5,14.59,41.5,0,2,1
2,2,22,3,2,23,3,1,11.16,35,0,2,1
2,2,0,4,2,0,4,1,15.69,42,0,2,1
2,2,2,4,2,2,4,1,0.84,80,16,1,2
2,2,6,4,2,6,4,1,18.76,52,0,2,1
2,2,7,4,2,7,4,1,10.92,30.5,0,2,1
1,2,9,4,2,9,4,1,0.9,0,0,2,2
2,2,9,4,2,9,4,1,6.73,25.5,1,1,1
2,2,10,4,2,11,4,1,7.04,31.5,0,2,1
2,2,10,4,2,11,4,1,6.87,28,0,2,1
2,2,11,4,2,12,4,1,11.42,43.5,0,1,1
2,2,12,4,2,12,4,1,6.84,26,0,1,1
2,2,12,4,2,12,4,1,8.94,29,7.11,1,1
2,2,13,4,2,14,4,2,33.99,45,0,2,2
2,2,13,4,2,13,4,1,0.4,-3.5,0,4,1
2,2,13,4,2,13,4,1,8.22,26,0,1,1
2,2,15,4,2,15,4,1,10.78,34,0,1,1
2,2,16,4,2,17,4,1,18.05,56,0,1,1
2,2,16,4,2,18,4,1,27.71,79,0,2,1
1,2,17,4,2,18,4,1,7.2,34.5,0,2,1
2,2,18,4,2,19,4,2,7.72,26.5,5.66,1,1
2,2,18,4,2,19,4,1,5.32,35,0,2,1
2,2,19,4,2,19,4,2,0,26,0,1,2
2,2,19,4,2,19,4,1,9.51,30.5,0,1,1
2,2,23,4,2,23,4,1,0.18,-3,0,3,1
2,2,0,5,2,1,5,1,18.3,49,0,2,1
1,2,6,5,2,6,5,1,8.1,25.5,0,2,1
1,2,7,5,2,7,5,1,9.1,32.5,0.15,1,1
2,2,9,5,2,10,5,1,6.25,25.5,0,1,1
2,2,10,5,2,11,5,1,26.39,80,0,1,1
2,2,10,5,2,11,5,1,8.25,24.5,6.32,1,1
2,2,11,5,2,12,5,1,7.94,24.5,1,1,1
2,2,11,5,2,12,5,1,8.63,25.5,6.58,1,1
2,2,14,5,2,14,5,5,14.5,44,0,1,1
2,2,14,5,2,15,5,1,11.32,50,0,2,1
2,2,16,5,2,16,5,1,9.21,30.5,0,1,1
2,2,17,5,2,17,5,1,8.4,30.5,0,1,1
2,2,17,5,2,17,5,1,9.74,36.5,3.3,1,1
2,2,18,5,2,18,5,1,0.01,-2.5,0,3,1
2,2,18,5,2,18,5,1,12.44,35.5,9.98,1,1
2,2,18,5,2,18,5,5,9.29,34,0,1,1
2,2,19,5,2,19,5,2,8.13,26.5,0,2,1
2,2,19,5,2,20,5,1,8.35,26,5.56,1,1
2,2,21,5,2,21,5,1,7.38,25.5,0,2,1
2,2,23,5,2,23,5,1,0,-2.5,0,4,1
1,2,22,5,2,22,5,1,13.6,40,0,1,1
2,2,23,5,2,0,6,2,16.04,49.5,0,2,1
2,2,0,6,2,0,6,1,9.34,28,0,2,1
2,2,1,6,2,2,6,1,10.99,31.5,5,1,1
2,2,2,6,2,2,6,5,13.58,40,3.3,1,1
2,2,3,6,2,3,6,1,11.8,35,8.41,1,1
2,2,4,6,2,5,6,1,7,25.5,0,1,1
2,2,5,6,2,6,6,5,15.24,45.5,0,1,1
2,2,7,6,2,8,6,1,14.68,39.5,0,1,1
2,2,7,6,2,7,6,1,9,29.5,5,1,1
2,2,8,6,2,8,6,1,11.81,32.5,9.76,1,1
2,2,8,6,2,9,6,1,6.69,25.5,0,1,1
2,2,8,6,2,9,6,1,6.13,26,0,1,1
1,2,9,6,2,10,6,1,8,32,1,1,1
2,2,9,6,2,10,6,2,7.68,33.5,0,1,1
2,2,9,6,2,10,6,1,9.56,32.5,5,1,1
1,2,10,6,2,10,6,1,7.4,26,4.02,1,1
2,2,10,6,2,10,6,1,14.23,39,0,1,1
2,2,11,6,2,12,6,1,11.83,39.5,0,1,1
2,2,12,6,2,13,6,2,6.17,24.5,0,2,1
2,2,12,6,2,13,6,2,8.18,26,0,2,1
2,2,13,6,2,14,6,1,18.24,64,0,1,1
1,2,13,6,2,13,6,1,1.2,0,0,2,2
2,2,13,6,2,14,6,1,6.75,27,0,1,1
2,2,14,6,2,14,6,5,10.38,31.5,6.46,1,1
2,2,14,6,2,15,6,1,16.2,53.5,0,1,1
1,2,16,6,2,16,6,2,5.9,25.5,8.15,1,1
2,2,16,6,2,18,6,1,19.8,72,0,1,1
1,2,17,6,2,17,6,1,10.4,31.5,7.8,1,1
2,2,17,6,2,17,6,1,8.71,31,0,1,1
2,2,17,6,2,18,6,2,6.94,37,0,1,1
2,2,17,6,2,17,6,1,4.22,25.5,0,1,1
2,2,17,6,2,17,6,1,6.42,26,0,2,1
1,2,18,6,2,19,6,1,7.8,48.5,0,2,1
2,2,19,6,2,20,6,1,13.92,40.5,0,1,1
1,2,20,6,2,20,6,1,8.5,27,0,2,1
2,2,21,6,2,22,6,1,8.3,28.5,5.96,1,1
2,2,21,6,2,20,7,6,9.58,35.5,0,2,1
1,2,21,6,2,22,6,1,7.2,26.5,5.55,1,1
2,2,22,6,2,22,6,1,8.49,26.5,5.56,1,1
2,2,23,6,2,23,6,1,0.22,-3,0,4,1
2,2,0,7,2,1,7,1,13.29,40.5,0,2,1
2,2,0,7,2,1,7,1,6.69,24.5,6.45,1,1
1,2,1,7,2,2,7,1,7.8,27.5,0,2,1
2,2,2,7,2,2,7,1,15.69,47,9.66,1,1
2,2,3,7,2,4,7,1,11.94,35.5,0,2,1
2,2,6,7,2,7,7,1,9.32,30.5,0,1,1
2,2,7,7,2,9,7,4,14.16,84,18.11,1,1
2,2,7,7,2,7,7,1,9.95,30.5,0,1,1
2,2,9,7,2,10,7,1,12.59,46,0,1,1
2,2,9,7,2,9,7,2,10.35,29.5,7.58,1,1
2,2,9,7,2,9,7,1,8.58,24.5,0,2,1
2,2,10,7,2,11,7,1,7.56,29.5,0,1,1
2,2,13,7,2,14,7,2,8.17,31,9.54,1,1
2,2,14,7,2,0,1,1,9.22,28,0,2,1
2,2,15,7,2,16,7,1,7.9,27,0,2,1
2,2,16,7,2,16,7,2,7.95,26,0,2,1
2,2,17,7,2,18,7,1,12.17,41.5,10.58,1,1
2,2,17,7,2,17,7,1,7.65,27.5,3.8,1,1
2,2,18,7,2,19,7,1,11.58,33,0,1,1
2,2,18,7,2,19,7,1,8.07,28,0,1,1
2,2,18,7,2,18,7,1,0.13,-2.5,0,4,1
1,2,19,7,2,20,7,1,6.8,27.5,0,2,1
2,2,19,7,2,20,7,1,7.65,29.5,0,2,1
2,2,20,7,2,20,7,1,8.53,27,0.08,1,1
1,2,20,7,2,20,7,2,1.2,80,0,1,2
1,2,22,7,2,23,7,1,14.2,39,8.06,1,1
2,2,2,1,2,3,1,2,9.12,28.5,0,2,1
1,2,2,1,2,2,1,1,9.4,29,6.05,1,1
2,2,2,1,2,3,1,1,8.21,30,0,2,1
1,2,3,1,2,3,1,1,3.5,0,0,2,2
2,2,3,1,2,3,1,2,16.7,46.5,10.71,1,1
1,2,8,1,2,8,1,1,1.9,0,0,2,2
1,2,8,1,2,8,1,1,8.4,25.5,0,2,1
2,2,8,1,2,9,1,1,7.2,27.5,0,1,1
2,2,10,1,2,11,1,1,6.1,24.5,0,1,1
2,2,11,1,2,12,1,1,9.07,33,0,1,1
2,2,13,1,2,14,1,1,7.1,26.5,5.46,1,1
2,2,16,1,2,17,1,1,26.77,74.5,0,1,1
2,2,17,1,2,18,1,1,14.02,52.5,0,2,1
2,2,16,1,2,17,1,1,6.72,26,0,2,1
2,2,16,1,2,17,1,1,8.35,30.5,5,1,1
2,2,17,1,2,18,1,1,16.68,55,0,1,1
2,2,20,1,2,20,1,1,6.43,25.5,5.36,1,1
2,2,22,1,2,22,1,2,8.4,28.5,7.45,1,1
2,2,23,1,2,0,2,2,7.89,24.5,0,2,1
1,2,1,2,2,1,2,1,15.7,45,11.55,1,1
2,2,3,2,2,4,2,1,12.85,38.5,0,1,1
1,2,4,2,2,4,2,1,4.5,0,0,2,2
2,2,7,2,2,7,2,1,8.14,26.5,0,2,1
2,2,7,2,2,7,2,1,10.48,31,6.36,1,1
2,2,8,2,2,9,2,1,5.83,24.5,0,1,1
2,2,8,2,2,9,2,1,15.94,47,0,1,1
2,2,9,2,2,10,2,2,9.14,33,6.76,1,1
2,2,9,2,2,10,2,1,7.04,31,0,1,1
2,2,10,2,2,10,2,1,6.93,30.5,0,1,1
2,2,10,2,2,10,2,6,9.48,28.5,0,2,1
2,2,10,2,2,11,2,1,5.68,24.5,0,1,1
2,2,10,2,2,11,2,1,7.2,26,0,1,1
2,2,11,2,2,12,2,1,10.24,35,0,1,1
2,2,11,2,2,11,2,1,10.87,32,8.2,1,1
2,2,11,2,2,12,2,1,10.7,32,6.56,1,1
2,2,12,2,2,12,2,1,0,75,0,1,2
2,2,14,2,2,14,2,1,6.26,29.5,9.09,1,1
2,2,14,2,2,15,2,2,11.69,34.5,0,2,1
2,2,14,2,2,14,2,1,0,1.2,0,2,1
2,2,15,2,2,15,2,1,6.86,25.5,0,2,1
2,2,17,2,2,17,2,1,11.39,37.5,2,1,1
2,2,18,2,2,19,2,1,9.12,37.5,0,1,1
1,2,20,2,2,20,2,1,12.3,36,7.45,1,1
2,2,0,3,2,1,3,1,8.6,25.5,0,2,1
2,2,22,2,2,22,2,9,0,9.3,0,2,1
2,2,2,3,2,2,3,1,8.02,26,4.5,1,1
2,2,6,3,2,7,3,1,8.49,28,0,1,1
2,2,7,3,2,8,3,1,6.11,28,0,1,1
2,2,7,3,2,8,3,3,8.68,42,0,1,1
2,2,8,3,2,9,3,1,8.03,36,0,1,1
2,2,9,3,2,10,3,1,9.7,37,0,2,1
2,2,9,3,2,10,3,1,5.71,32,6.56,1,1
2,2,11,3,2,11,3,1,6.97,26,0,2,1
2,2,12,3,2,13,3,1,3.51,25.5,0,1,1
2,2,12,3,2,13,3,1,7.52,30,0,1,1
1,2,13,3,2,13,3,2,7.7,29,5.95,1,1
2,2,13,3,2,14,3,1,27.37,72,14.56,1,1
1,2,15,3,2,15,3,1,10.8,33.5,10.25,1,1
2,2,15,3,2,16,3,1,11.08,36.5,0,1,1
2,2,16,3,2,16,3,1,12.51,40.5,0,1,1
2,2,17,3,2,18,3,1,6.58,26.5,5.66,1,1
2,2,18,3,2,18,3,2,10.47,33,0,1,1
2,2,18,3,2,19,3,1,5.86,42,0,1,1
1,2,19,3,2,20,3,1,18.7,52,12.6,1,1
2,2,19,3,2,20,3,1,4.7,25.5,0,2,1
2,2,19,3,2,20,3,2,20.19,62,0,2,1
2,2,20,3,2,20,3,1,10.49,31.5,1,1,1
2,2,20,3,2,21,3,1,19.02,56.5,11.56,1,1
1,2,21,3,2,22,3,1,8.9,29,7.55,1,1
1,2,21,3,2,21,3,1,7.3,25.5,0,2,1
2,2,22,3,2,23,3,1,10.17,31,5,1,1
2,2,22,3,2,22,3,1,16.44,45,0,2,1
2,2,22,3,2,22,3,1,18.08,51.5,0,1,1
1,2,23,3,2,0,4,1,22.9,71,0,1,1
2,2,0,4,2,0,4,1,8.42,29.5,6.16,1,1
2,2,0,4,2,0,4,2,13.02,38.5,5.8,1,1
2,2,2,4,2,2,4,1,8.91,27.5,5,1,1
2,2,7,4,2,7,4,1,9.87,36.5,0,1,1
2,2,8,4,2,9,4,1,6.14,44,0,1,1
2,2,8,4,2,9,4,1,7.34,27.5,2.5,1,1
2,2,8,4,2,9,4,1,8.02,31,9.54,1,1
2,2,8,4,2,9,4,2,6.41,29,0,1,1
1,2,8,4,2,8,4,1,7,25.5,7.75,1,1
2,2,8,4,2,8,4,6,12.71,42,0,1,1
2,2,10,4,2,10,4,2,9.28,30,0,2,2
1,2,10,4,2,10,4,1,7.4,31,4.77,1,1
2,2,11,4,2,11,4,1,7.89,28,0,2,1
2,2,13,4,2,13,4,1,10.36,31,0,2,1
2,2,14,4,2,15,4,1,10.81,39,5,1,1
1,2,14,4,2,15,4,1,9.3,34,5.22,1,1
2,2,15,4,2,15,4,1,12.29,40.5,0,1,1
2,2,15,4,2,16,4,6,5.15,34,0,1,1
2,2,16,4,2,17,4,1,16.63,51,0,1,1
2,2,16,4,2,16,4,1,5,24.5,0,2,1
2,2,17,4,2,18,4,1,6.04,27,0,2,1
1,2,17,4,2,17,4,1,7.9,30.5,4.2,1,1
2,2,18,4,2,19,4,2,7.58,27,3.5,1,1
2,2,19,4,2,19,4,1,7.09,26.5,5.66,1,1
1,2,19,4,2,19,4,1,15.6,52,17.19,1,1
2,2,19,4,2,20,4,1,8.47,25.5,4.5,1,1
2,2,21,4,2,21,4,5,13.07,41,8.46,1,1
2,2,22,4,2,22,4,1,14.19,38,9.01,1,1
2,3,1,5,3,1,5,1,13.57,39,8.06,1,1
1,3,7,5,3,7,5,1,8.4,28.5,5.85,1,1
2,3,7,5,3,8,5,1,11.04,43.5,0,1,1
1,3,8,5,3,9,5,1,8.2,26.5,4.96,1,1
2,3,8,5,3,9,5,1,9.45,45,9.16,1,1
2,3,8,5,3,8,5,2,27,70,10.62,1,1
2,3,9,5,3,10,5,1,5.21,26,0,1,1
2,3,10,5,3,10,5,1,13.21,38.5,0,2,1
2,3,11,5,3,11,5,1,8.46,24.5,6.21,1,1
2,3,12,5,3,12,5,1,0.86,-5.5,0,3,1
2,3,14,5,3,15,5,1,6.46,27.5,0,1,1
2,3,15,5,3,16,5,1,6.19,25.5,0,1,1
2,3,15,5,3,16,5,1,8.49,33.5,0,1,1
2,3,16,5,3,17,5,1,5.67,26.5,0,1,1
2,3,16,5,3,16,5,1,8.51,30.5,6.46,1,1
1,3,16,5,3,16,5,1,8.1,30.5,0,2,1
2,3,17,5,3,18,5,1,4.84,26.5,0,1,1
1,3,17,5,3,17,5,2,6.5,45,11.25,1,2
2,3,17,5,3,17,5,1,7.16,27.5,5.86,1,1
2,3,17,5,3,18,5,2,9.07,33.5,7.06,1,1
2,3,17,5,3,18,5,1,18.94,54,0,1,1
1,3,18,5,3,19,5,1,7.7,25.5,0,2,1
2,3,19,5,3,20,5,1,8.16,26.5,3,1,1
1,3,19,5,3,20,5,1,7.1,27.5,8.75,1,1
2,3,20,5,3,23,5,1,28.75,105.5,26.7,1,1
2,3,22,5,3,22,5,1,0.11,65,0,1,2
2,3,22,5,3,23,5,1,16.51,46,0,1,1
1,3,2,6,3,2,6,2,0.3,0,0,2,2
2,3,2,6,3,3,6,2,11.07,31.5,1,1,1
2,3,5,6,3,6,6,1,10.55,31,0,1,1
2,3,7,6,3,8,6,1,6.85,28,0,1,1
2,3,7,6,3,8,6,1,8.09,30,3.5,1,1
2,3,8,6,3,8,6,1,10.33,35,10.74,1,1
2,3,8,6,3,9,6,1,10.19,38,0,1,1
2,3,8,6,3,9,6,1,11.73,48.5,7.4,1,1
2,3,8,6,3,8,6,1,7.86,24.5,0,1,1
2,3,9,6,3,10,6,1,21.02,62.5,0,1,1
2,3,9,6,3,10,6,1,9.35,34.5,0,1,1
2,3,10,6,3,11,6,1,4.97,40,0,1,1
2,3,12,6,3,13,6,1,5.83,24.5,0,2,1
1,3,13,6,3,14,6,1,10.6,34,0,2,1
2,3,13,6,3,14,6,1,7.73,31,6,1,1
1,3,14,6,3,14,6,2,11,31.5,0,2,1
2,3,14,6,3,14,6,1,7.42,28,0,1,1
2,3,15,6,3,16,6,1,10.35,39,7.96,1,1
2,3,16,6,3,17,6,1,9.71,30.5,0,2,1
2,3,16,6,3,17,6,1,14.33,43.5,9.59,1,1
2,3,16,6,3,16,6,1,12.68,43.5,0,1,1
2,3,16,6,3,17,6,1,6.12,35,0,1,1
2,3,17,6,3,18,6,1,11.18,34.5,0,1,1
2,3,17,6,3,18,6,1,3.71,33,0,1,1
2,3,23,6,3,23,6,1,14.6,40.5,0,1,1
2,3,23,6,3,0,7,1,9.51,27,8.49,1,1
2,3,1,7,3,2,7,1,22.49,59.5,15,1,1
2,3,2,7,3,3,7,1,8.37,26.5,2.38,1,1
2,3,3,7,3,3,7,5,7.83,25.5,1.34,1,1
2,3,3,7,3,3,7,1,0,26.3,2,1,2
1,3,4,7,3,5,7,1,10.1,34,7.5,1,1
2,3,7,7,3,7,7,1,11.83,33.5,0,1,1
2,3,11,7,3,11,7,1,8.48,27,0,1,1
2,3,11,7,3,12,7,1,2.84,15.4,2,1,2
2,3,12,7,3,13,7,6,7.93,26.5,0,1,1
2,3,12,7,3,12,7,1,0.35,-3.5,0,3,1
2,3,12,7,3,13,7,1,11.06,36,0,1,1
2,3,12,7,3,13,7,5,10.22,34,6.96,1,1
2,3,12,7,3,12,7,1,0.58,-5,0,3,1
2,3,12,7,3,13,7,2,9.93,35,0,1,1
2,3,13,7,3,13,7,1,7.74,27.5,0,1,1
2,3,14,7,3,14,7,1,0.57,-5.5,0,3,1
2,3,14,7,3,15,7,1,6.7,28,7.2,1,1
2,3,14,7,3,14,7,1,7.09,25.5,0,1,1
2,3,16,7,3,17,7,1,8.62,37.5,9.58,1,1
2,3,16,7,3,17,7,1,10.65,55,20,1,1
1,3,17,7,3,18,7,1,15.9,54,0,2,1
2,3,17,7,3,18,7,1,7.28,28.5,4,1,1
1,3,17,7,3,17,7,1,11.1,40,8.15,1,1
1,3,17,7,3,17,7,1,5.5,25.5,0,1,1
2,3,17,7,3,17,7,1,11.06,34.5,0,2,1
1,3,18,7,3,18,7,1,11.3,35.5,10.85,1,1
2,3,18,7,3,18,7,1,9.1,26.5,5.46,1,1
2,3,19,7,3,21,7,1,17.06,60.5,0,1,1
1,3,19,7,3,19,7,1,10.3,29,3,1,1
2,3,19,7,3,21,7,1,23.37,70,0,2,1
2,3,21,7,3,22,7,1,7.67,29,6.06,1,1
1,3,22,7,3,22,7,1,4.8,0,0,2,2
2,3,22,7,3,23,7,1,6.09,26.5,0,2,1
2,3,21,7,3,22,7,1,10.17,30,0,1,1
2,3,1,1,3,1,1,1,2.63,30,0,2,2
2,3,1,1,3,2,1,1,8.48,27,5.66,1,1
2,3,1,1,3,1,1,1,12.76,37.5,0,2,1
2,3,3,1,3,4,1,1,9.4,27,0,2,1
2,3,3,1,3,3,1,1,10.39,31.5,6.56,1,1
2,3,3,1,3,3,1,1,14.97,41.5,5,1,1
2,3,4,1,3,4,1,1,14.51,41.5,0,1,1
2,3,4,1,3,4,1,1,9.1,27,0,2,1
1,3,5,1,3,5,1,1,8.2,28.5,5.95,1,1
1,3,6,1,3,6,1,2,12.5,35.5,4,1,1
2,3,6,1,3,7,1,1,37.13,144,0,2,1
2,3,7,1,3,7,1,1,11.69,33.5,0,1,1
2,3,8,1,3,9,1,1,16.4,49,11.11,1,1
1,3,10,1,3,10,1,1,8.8,27.5,8.5,1,1
2,3,11,1,3,12,1,1,8.01,38,0,1,1
2,3,11,1,3,11,1,1,11.71,35.5,5.7,1,1
2,3,12,1,3,13,1,1,12.73,40,0,1,1
2,3,12,1,3,12,1,1,9.56,31.5,0,1,1
2,3,14,1,3,14,1,1,9.05,30.5,0,2,1
2,3,14,1,3,15,1,5,17.21,50.5,0,1,1
2,3,14,1,3,15,1,1,11.49,37,0,1,1
2,3,14,1,3,15,1,1,14.1,44.5,0,1,1
2,3,15,1,3,16,1,1,8.47,33,10.14,1,1
2,3,16,1,3,16,1,2,0.38,-3.5,0,4,1
2,3,17,1,3,17,1,1,7.73,24.5,2,1,1
2,3,18,1,3,18,1,1,12.09,35,0,1,1
2,3,19,1,3,19,1,1,18.06,52,11.71,1,1
2,3,20,1,3,21,1,1,8.57,25.5,0,1,1
2,3,22,1,3,23,1,1,7.68,24.5,0,2,1
2,3,0,2,3,0,2,1,7.91,24.5,2.58,1,1
1,3,1,2,3,1,2,1,7.8,25.5,0,2,1
2,3,5,2,3,6,2,1,7.04,27,0,1,1
1,3,5,2,3,6,2,1,7.4,24.5,2,1,1
2,3,6,2,3,7,2,1,7.08,26.5,0,1,1
2,3,6,2,3,7,2,1,13.69,42,0,1,1
2,3,6,2,3,7,2,1,15.88,46.5,0,1,1
2,3,7,2,3,8,2,1,8.06,29,5.96,1,1
2,3,8,2,3,8,2,1,5.82,30.5,0,1,1
2,3,8,2,3,9,2,1,4.26,29,0,1,1
2,3,8,2,3,8,2,1,10.54,40.5,0,2,1
2,3,9,2,3,9,2,1,8,24.5,0,1,1
2,3,9,2,3,10,2,1,9.66,30,0,2,2
2,3,10,2,3,10,2,1,10.4,34,0,1,1
2,3,10,2,3,11,2,1,10.7,49,0,1,1
2,3,11,2,3,12,2,1,4.26,26.5,0,1,1
1,3,11,2,3,11,2,1,4.4,30,0,3,1
2,1,0,5,1,16,5,2,101.87,100,0,2,2
1,3,13,2,3,14,2,1,14.4,47,7.17,1,1
2,3,14,2,3,14,2,1,5.49,26,0,2,1
1,3,16,2,3,16,2,1,10.1,39,6.12,1,1
2,3,16,2,3,17,2,1,6.47,31,0,1,1
2,3,16,2,3,17,2,5,11.76,43.5,0,1,1
2,3,16,2,3,16,2,1,7.01,24.5,4.8,1,1
2,3,19,2,3,20,2,1,10.4,35.5,0,1,1
2,3,20,2,3,21,2,5,16.92,50.5,0,1,1
2,3,20,2,3,21,2,1,11.84,35,0,1,1
2,3,6,3,3,7,3,1,7.87,31.5,0,1,1
2,3,6,3,3,6,3,1,6.02,27,0,1,1
2,3,7,3,3,8,3,1,6.91,32.5,0,1,1
2,3,7,3,3,7,3,1,9.21,32,0,2,1
2,3,7,3,3,8,3,1,19.49,71.5,0,1,1
2,3,10,3,3,10,3,5,13.87,39.5,0,1,1
2,3,9,3,3,10,3,2,17.4,56.5,0,1,1
2,3,10,3,3,11,3,1,7.26,26,9.77,1,1
2,3,10,3,3,10,3,1,10.13,45,0,2,2
2,3,11,3,3,11,3,1,11.33,34,0,1,1
2,3,12,3,3,13,3,1,9.67,27.5,1,1,1
2,3,11,3,3,11,3,1,0,28,0,2,2
2,3,13,3,3,13,3,1,7.92,29,0,2,1
2,3,13,3,3,13,3,1,0,0,0,1,1
2,3,14,3,3,15,3,1,5.08,29,5.96,1,1
2,3,14,3,3,14,3,5,7.11,25.5,0,2,1
2,3,14,3,3,15,3,1,6.28,29,7.45,1,1
2,3,16,3,3,17,3,5,9.2,35,0,2,1
2,3,17,3,3,18,3,1,8.44,29,7.7,1,1
2,3,19,3,3,21,3,1,14.42,53.5,0,1,1
2,3,19,3,3,19,3,1,7.46,24.5,0,1,1
2,3,21,3,3,21,3,6,0,62,0,1,2
2,3,22,3,3,22,3,2,8.78,28,0,2,1
2,3,23,3,3,23,3,5,10.68,29.5,0,2,1
2,3,23,3,3,23,3,1,8.73,26,0,2,1
2,3,0,4,3,0,4,1,10.74,35,0,1,1
2,3,4,4,3,3,5,1,9.69,30,0,2,1
2,3,6,4,3,7,4,2,7.02,33.5,0,1,1
2,3,7,4,3,8,4,1,21.39,62,0,1,1
2,3,8,4,3,8,4,1,18.11,60.5,0,2,1
2,3,8,4,3,9,4,1,9.13,29.5,6.06,1,1
2,3,8,4,3,9,4,1,12.59,48,0,1,1
2,3,9,4,3,9,4,1,8.58,28,0,1,1
2,3,9,4,3,9,4,1,13.24,40,0,1,1
2,3,11,4,3,11,4,1,10.4,30.5,0,2,1
2,3,11,4,3,12,4,2,10.02,28.5,0,2,1
2,3,12,4,3,13,4,1,10.79,35,0,2,2
2,3,12,4,3,12,4,1,7.59,33,0,1,1
2,3,14,4,3,14,4,1,8.7,27,0,1,1
2,3,15,4,3,15,4,1,0,0,0,1,1
2,3,17,4,3,17,4,1,0.83,-5,0,4,1
2,3,17,4,3,18,4,1,17.91,55.5,9.46,1,1
1,3,0,5,3,0,5,1,8.4,25.5,8,1,1
1,3,5,5,3,6,5,1,3.6,0,0,2,2
2,3,6,5,3,7,5,3,8.57,26,0,1,1
2,3,6,5,3,6,5,1,12.61,36,0,1,1
1,3,8,5,3,8,5,1,8.2,27.5,0,2,1
2,3,9,5,3,10,5,1,15.75,50,0,1,1
2,3,9,5,3,10,5,1,7.74,30,6.16,1,1
2,3,9,5,3,10,5,1,12.17,44.5,0,1,1
2,3,10,5,3,10,5,1,2.29,0.65,0,2,2
1,3,10,5,3,11,5,1,8.2,29,0,2,1
2,3,10,5,3,10,5,1,9.15,32.5,0,2,1
2,3,12,5,3,12,5,1,9.31,29.5,6.06,1,1
1,3,14,5,3,14,5,1,5,25.5,3,1,1
2,3,14,5,3,15,5,3,5.42,25.5,0,1,1
2,3,15,5,3,16,5,1,6.3,30,6.16,1,1
2,3,17,5,3,17,5,5,15.46,46,0,1,1
2,3,18,5,3,19,5,1,19.35,52,12.61,1,1
2,3,17,5,3,18,5,3,18.53,58.5,13.21,1,1
2,3,17,5,3,18,5,1,9.19,31,6.56,1,1
2,3,19,5,3,20,5,1,18.78,52,12.61,1,1
1,3,20,5,3,21,5,2,9.5,28.88,3,1,2
2,3,21,5,3,22,5,1,8.38,28,0,2,1
2,3,21,5,3,21,5,1,12.24,37.5,4,1,1
2,3,22,5,3,23,5,1,9.03,32.5,0,2,1
2,3,23,5,3,23,5,5,10.55,31,3,1,1
2,3,23,5,3,0,6,1,18.43,51,0,2,1
2,3,1,6,3,2,6,2,14.77,40,4.7,1,1
2,3,5,6,3,5,6,1,22.32,52,11.71,1,1
2,3,6,6,3,7,6,1,7.76,29,0,1,1
2,3,6,6,3,7,6,1,9.23,29,0,1,1
2,3,6,6,3,7,6,1,18.93,55,0,1,1
2,3,8,6,3,8,6,3,9.28,33,3.5,1,1
2,3,8,6,3,9,6,5,7.31,24.5,0,2,1
2,3,8,6,3,9,6,1,6.69,29,5.96,1,1
2,3,8,6,3,8,6,1,9.15,30,0,2,1
1,3,9,6,3,10,6,1,4.5,29.5,0,2,1
2,3,9,6,3,9,6,2,8.8,27.5,7.08,1,1
2,3,10,6,3,10,6,1,9.03,26,0,1,1
2,3,11,6,3,12,6,1,9.03,37,0,1,1
2,3,12,6,3,13,6,1,22.57,68.5,0,1,1
2,3,14,6,3,14,6,1,5.7,30,0,1,1
2,3,15,6,3,16,6,1,10.63,34,8.11,1,1
2,3,15,6,3,15,6,1,6.13,27.5,0,1,1
2,3,16,6,3,17,6,1,10.81,37.5,0,1,1
2,3,16,6,3,17,6,1,13.16,49,0,1,1
1,3,16,6,3,16,6,1,9.2,30.5,7.6,1,1
2,3,16,6,3,17,6,1,5.8,26.5,0,2,1
2,3,16,6,3,17,6,1,5.39,32,0,2,1
2,3,17,6,3,19,6,1,29.23,93,0,1,1
2,3,19,6,3,20,6,1,11.22,38.5,0,2,1
2,3,20,6,3,20,6,2,15.99,47.5,0,2,1
2,3,21,6,3,21,6,1,9.62,29.5,6.16,1,1
2,3,21,6,3,21,6,1,7.93,31.5,0,1,1
2,3,23,6,3,23,6,1,6.2,27.5,0,1,1
1,1,0,2,1,0,2,1,9.1,27,0,1,1
2,1,0,2,1,23,2,1,7.93,30,0,1,1
1,1,1,2,1,2,2,1,8.4,28.5,0,2,1
2,1,1,2,1,1,2,1,14.03,41,0,2,1
1,1,1,2,1,1,2,2,14.7,40,6.19,1,1
2,1,3,2,1,3,2,1,13.76,45.5,0,2,1
2,1,2,2,1,2,2,5,10.6,30,0,1,1
2,1,2,2,1,2,2,3,12.93,40,0,2,2
2,1,3,2,1,4,2,1,15.89,44,9.06,1,1
2,1,3,2,1,4,2,1,17.95,53,0,2,1
2,1,5,2,1,5,2,1,6.82,24.5,0,1,1
